t(s),Date,Time,TxBat(V),VFR 2.4G(%),Rx VFR(%),VFR 900M(%),AccY(g),Altitude(m),RSSI 2.4G(dB),RX,RxBatt(V),AccX(g),AccZ(g),VSpeed(m/s),RSSI 900M(dB),RX,R.angle(°),P.angle(°),Power 900M(mW),ADC2(V),LiPo1(V),LiPo2(V),LiPo3(V),LiPo4(V),LiPo5(V),LiPo6(V),LiPo7(V),LiPo8(V),VFAS(V),Current(A),Temp1(°C),Temp2(°C),Air speed(km/h),Rudder,Elevator,Throttle,Aileron,Pot1,Pot2,Slider left,Slider right,SA,SB,SC,SD,SE,SF,SG,SH,SI,SJ,LS1,LS2
102.72,2026-04-02,15:37:03.810,7.51,99,100,100,0.085,26.20,54,0,8.07,-0.145,1.017,-0.17,64,0,-171.77,-0.49,10,0.00,3.61,3.66,3.63,3.64,3.64,3.61,3.66,3.64,28.69,57.7,-30,-30,72.4,-8,-348,770,-211,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
102.99,2026-04-02,15:37:04.080,7.51,99,100,100,0.063,26.18,55,0,8.07,-0.084,1.070,-0.03,62,0,-173.12,-1.14,10,0.00,3.61,3.66,3.63,3.64,3.64,3.61,3.65,3.63,28.69,57.7,-30,-30,72.4,-81,-398,771,-299,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
103.25,2026-04-02,15:37:04.340,7.51,99,100,100,0.065,26.29,54,0,8.04,-0.126,1.103,0.13,61,0,-175.44,-2.19,10,0.00,3.59,3.64,3.63,3.64,3.64,3.61,3.65,3.63,28.67,57.6,-30,-30,72.2,-112,-423,771,-292,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
103.51,2026-04-02,15:37:04.600,7.50,99,100,100,0.051,26.37,54,0,8.06,-0.159,1.087,0.28,59,0,-175.44,-2.19,10,0.00,3.59,3.64,3.63,3.64,3.64,3.61,3.65,3.63,28.67,57.6,-30,-30,70.7,-132,-423,770,-339,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
103.78,2026-04-02,15:37:04.870,7.51,99,100,100,0.078,26.57,54,0,8.07,-0.153,1.134,0.45,56,0,123.81,-4.28,10,0.00,3.59,3.64,3.63,3.64,3.64,3.61,3.65,3.63,28.65,57.6,-30,-30,69.1,-155,-411,769,-418,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
104.04,2026-04-02,15:37:05.130,7.51,99,100,100,0.068,26.80,52,0,8.07,-0.139,1.029,0.72,55,0,171.10,-5.52,10,0.00,3.59,3.64,3.63,3.64,3.64,3.61,3.65,3.63,28.65,57.6,-30,-30,69.3,-161,-462,770,-383,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
104.3,2026-04-02,15:37:05.390,7.51,96,100,100,0.045,26.98,49,0,8.05,-0.137,1.037,0.63,55,0,168.28,-6.31,10,0.00,3.59,3.64,3.63,3.64,3.64,3.61,3.65,3.63,28.63,57.6,-30,-30,68.7,-148,-566,771,-192,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
104.56,2026-04-02,15:37:05.650,7.51,95,99,99,0.040,27.42,47,0,8.04,-0.155,1.294,1.13,55,0,168.01,-8.83,10,0.00,3.59,3.64,3.63,3.64,3.64,3.61,3.65,3.63,28.63,57.6,-30,-30,68.7,-112,-629,770,-15,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
104.83,2026-04-02,15:37:05.920,7.51,92,99,99,0.040,28.03,47,0,8.02,-0.183,1.316,1.65,55,0,171.18,-10.23,10,0.00,3.59,3.64,3.62,3.64,3.64,3.61,3.65,3.63,28.61,57.9,-30,-30,65.6,-102,-545,770,-163,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
105.1,2026-04-02,15:37:06.190,7.51,95,99,99,0.119,28.47,48,0,8.05,-0.215,1.220,1.69,56,0,170.60,-12.57,10,0.00,3.59,3.64,3.62,3.64,3.63,3.60,3.65,3.63,28.60,58.1,-30,-30,63.7,-112,-541,770,-209,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
105.37,2026-04-02,15:37:06.460,7.51,95,99,99,0.095,29.06,46,0,8.06,-0.220,1.136,1.79,55,0,161.81,-13.20,10,0.00,3.59,3.64,3.62,3.64,3.63,3.60,3.64,3.62,28.60,58.1,-30,-30,63.7,-109,-608,770,-96,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
105.63,2026-04-02,15:37:06.720,7.51,95,99,99,0.074,29.54,45,0,8.05,-0.205,1.159,1.77,53,0,161.81,-13.20,10,0.00,3.59,3.64,3.62,3.64,3.63,3.60,3.64,3.62,28.59,58.1,-30,-30,62.4,-100,-620,770,-55,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
105.89,2026-04-02,15:37:06.980,7.51,92,98,98,0.084,30.12,43,0,8.06,-0.225,1.245,1.91,49,0,164.02,-14.71,10,0.00,3.59,3.64,3.62,3.64,3.63,3.60,3.64,3.62,28.59,58.1,-30,-30,60.9,-93,-586,769,-31,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
106.16,2026-04-02,15:37:07.250,7.51,89,98,98,0.093,30.64,42,0,8.06,-0.309,1.193,1.84,48,0,166.17,-14.51,10,0.00,3.59,3.64,3.62,3.64,3.63,3.60,3.64,3.62,28.57,58.4,-30,-30,59.8,-81,-555,769,-9,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
106.43,2026-04-02,15:37:07.520,7.50,87,98,98,0.132,31.54,43,0,8.07,-0.239,1.049,1.65,51,0,166.07,-13.66,10,0.00,3.59,3.64,3.62,3.64,3.63,3.60,3.64,3.62,28.57,58.4,-30,-30,58.2,-81,-554,769,-16,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
106.69,2026-04-02,15:37:07.780,7.50,87,98,98,0.123,31.83,44,0,8.07,-0.300,1.062,1.24,48,0,160.35,-13.61,10,0.00,3.58,3.63,3.62,3.64,3.63,3.60,3.64,3.62,28.56,58.5,-30,-30,58.9,-82,-561,769,-54,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
106.96,2026-04-02,15:37:08.050,7.51,89,98,98,0.091,32.24,45,0,8.07,-0.152,1.083,1.26,48,0,158.30,-13.92,10,0.00,3.58,3.63,3.62,3.64,3.63,3.60,3.64,3.62,28.56,58.5,-30,-30,58.9,-74,-648,768,52,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
107.24,2026-04-02,15:37:08.330,7.51,92,98,98,0.066,32.52,48,0,8.04,-0.168,1.185,1.15,50,0,162.15,-14.18,10,0.00,3.58,3.63,3.61,3.63,3.63,3.60,3.64,3.62,28.54,57.9,-30,-30,60.2,-22,-657,769,157,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
107.5,2026-04-02,15:37:08.590,7.51,92,98,98,0.107,32.68,50,0,8.06,-0.272,1.228,0.83,53,0,165.91,-14.24,10,0.00,3.58,3.63,3.61,3.63,3.63,3.60,3.64,3.62,28.54,57.9,-30,-30,60.2,0,-634,770,123,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
107.77,2026-04-02,15:37:08.860,7.51,93,98,98,0.115,32.71,50,0,8.07,-0.175,1.264,0.47,49,0,169.42,-15.67,10,0.00,3.58,3.63,3.61,3.63,3.63,3.60,3.64,3.62,28.53,58.1,-30,-30,60.9,0,-529,770,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
108.03,2026-04-02,15:37:09.120,7.50,91,98,98,0.114,32.69,50,0,8.07,-0.175,1.122,0.08,48,0,164.14,-16.13,10,0.00,3.58,3.62,3.61,3.63,3.63,3.60,3.64,3.62,28.53,58.1,-30,-30,60.9,0,-576,770,100,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
108.29,2026-04-02,15:37:09.380,7.51,91,98,98,0.094,32.68,49,0,8.07,-0.204,1.106,0.02,51,0,160.80,-15.68,10,0.00,3.58,3.62,3.61,3.63,3.63,3.60,3.64,3.62,28.52,57.9,-30,-30,62.2,8,-576,771,142,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
108.56,2026-04-02,15:37:09.650,7.51,86,99,99,0.076,32.44,48,0,8.07,-0.197,1.216,-0.43,52,0,162.56,-16.08,10,0.00,3.58,3.62,3.61,3.63,3.62,3.60,3.64,3.62,28.52,57.9,-30,-30,63.2,57,-563,771,215,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
108.83,2026-04-02,15:37:09.920,7.51,86,99,99,0.097,32.11,47,0,8.07,-0.121,1.247,-0.58,55,0,165.11,-16.04,10,0.00,3.58,3.62,3.61,3.63,3.62,3.60,3.63,3.62,28.50,57.9,-30,-30,63.7,119,-527,771,274,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
109.09,2026-04-02,15:37:10.180,7.51,88,99,99,0.092,31.66,46,0,8.07,-0.209,1.053,-1.10,58,0,168.09,-15.18,10,0.00,3.58,3.62,3.61,3.63,3.62,3.60,3.63,3.62,28.50,58.2,-30,-30,65.0,122,-519,771,239,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
109.37,2026-04-02,15:37:10.460,7.51,86,99,99,0.094,31.17,47,0,8.07,-0.184,1.111,-1.55,59,0,171.93,-15.15,10,0.00,3.58,3.62,3.61,3.63,3.62,3.60,3.63,3.62,28.50,58.2,-30,-30,63.3,129,-506,771,229,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
109.64,2026-04-02,15:37:10.730,7.51,85,99,99,0.098,30.75,46,0,8.07,-0.178,1.111,-1.45,60,0,172.70,-15.18,10,0.00,3.58,3.62,3.61,3.63,3.62,3.60,3.63,3.62,28.49,57.7,-30,-30,65.2,130,-418,771,202,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
109.92,2026-04-02,15:37:11.010,7.51,82,100,100,0.084,30.42,46,0,8.07,-0.145,1.029,-1.33,61,0,175.40,-14.31,10,0.00,3.58,3.62,3.61,3.63,3.62,3.59,3.63,3.62,28.49,57.7,-30,-30,65.2,124,-391,771,278,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
110.18,2026-04-02,15:37:11.270,7.51,87,100,100,0.069,29.80,46,0,8.07,-0.149,1.019,-1.33,63,0,-159.59,-11.77,10,0.00,3.58,3.62,3.61,3.63,3.62,3.59,3.63,3.62,28.48,57.8,-30,-30,65.2,142,-341,771,327,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
110.45,2026-04-02,15:37:11.540,7.51,88,100,100,0.075,29.13,46,0,8.07,-0.111,1.045,-2.11,64,0,-174.51,-10.66,10,0.00,3.57,3.62,3.61,3.63,3.62,3.59,3.63,3.62,28.48,57.8,-30,-30,67.6,152,-341,771,333,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
110.71,2026-04-02,15:37:11.800,7.51,93,100,100,0.096,28.64,48,0,8.07,-0.139,0.946,-1.97,66,0,-167.14,-8.26,10,0.00,3.57,3.62,3.61,3.62,3.62,3.59,3.63,3.62,28.47,57.6,-30,-30,68.5,163,-342,771,332,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
110.97,2026-04-02,15:37:12.060,7.51,93,100,100,0.074,28.12,49,0,8.07,-0.139,0.905,-1.78,68,0,-165.37,-7.62,10,0.00,3.57,3.62,3.61,3.62,3.62,3.59,3.63,3.62,28.47,57.6,-30,-30,69.1,168,-344,771,318,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
111.24,2026-04-02,15:37:12.330,7.51,96,100,100,0.078,26.97,49,0,8.04,-0.053,0.885,-1.94,68,0,-163.86,-6.21,10,0.00,3.57,3.62,3.61,3.62,3.62,3.59,3.63,3.61,28.47,57.6,-30,-30,69.3,149,-320,771,255,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
111.51,2026-04-02,15:37:12.600,7.51,94,100,100,0.077,26.43,50,0,8.06,-0.058,0.929,-1.91,69,0,-161.85,-5.35,10,0.00,3.57,3.62,3.61,3.62,3.62,3.59,3.63,3.61,28.47,57.6,-30,-30,69.3,132,-254,770,184,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
111.77,2026-04-02,15:37:12.860,7.51,95,100,100,0.077,25.93,50,0,8.06,-0.080,0.929,-1.76,70,0,-161.53,-4.38,10,0.00,3.57,3.62,3.61,3.62,3.62,3.59,3.63,3.61,28.47,57.3,-30,-30,71.1,131,-371,771,218,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
112.03,2026-04-02,15:37:13.120,7.51,96,100,100,0.088,25.17,51,0,8.07,-0.117,0.983,-2.24,70,0,-159.38,-2.86,10,0.00,3.57,3.62,3.61,3.62,3.62,3.59,3.63,3.61,28.47,57.3,-30,-30,70.7,58,-355,771,-1,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
112.3,2026-04-02,15:37:13.390,7.51,97,100,100,0.087,24.50,51,0,8.07,-0.038,1.019,-2.38,70,0,-159.88,-3.54,10,0.00,3.57,3.62,3.61,3.62,3.62,3.59,3.63,3.61,28.47,57.4,-30,-30,70.7,0,-333,771,-162,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
112.57,2026-04-02,15:37:13.660,7.51,98,100,100,0.062,24.06,51,0,8.07,-0.021,1.078,-1.92,71,0,-167.43,-3.20,10,0.00,3.57,3.62,3.61,3.62,3.62,3.59,3.63,3.61,28.47,57.4,-30,-30,70.7,-15,-419,773,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
112.83,2026-04-02,15:37:13.920,7.51,97,100,100,0.034,23.36,51,0,8.07,-0.008,1.114,-2.03,70,0,-171.76,-2.63,10,0.00,3.57,3.62,3.61,3.62,3.62,3.59,3.63,3.61,28.47,56.8,-30,-30,73.5,-12,-444,785,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
113.09,2026-04-02,15:37:14.180,7.50,95,100,100,0.034,22.49,51,0,8.07,-0.086,1.243,-2.67,70,0,-170.89,-4.99,10,0.00,3.57,3.62,3.60,3.62,3.62,3.59,3.63,3.61,28.47,58.4,-30,-30,74.1,0,-402,789,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
113.35,2026-04-02,15:37:14.440,7.51,93,100,100,0.077,22.03,49,0,8.07,-0.066,1.182,-2.20,72,0,-168.22,-6.09,10,0.00,3.57,3.62,3.60,3.62,3.61,3.59,3.63,3.61,28.45,58.4,-30,-30,74.3,0,-286,784,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
113.62,2026-04-02,15:37:14.710,7.51,91,100,100,0.089,21.59,50,0,8.07,-0.045,1.099,-1.71,70,0,-167.80,-6.85,10,0.00,3.57,3.62,3.60,3.62,3.61,3.59,3.63,3.61,28.45,57.9,-30,-30,74.3,0,-177,782,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
113.88,2026-04-02,15:37:14.970,7.51,94,100,100,0.080,21.04,52,0,8.07,-0.067,0.895,-1.77,69,0,-169.25,-3.71,10,0.00,3.57,3.61,3.60,3.62,3.61,3.59,3.63,3.61,28.45,57.9,-30,-30,74.8,0,-228,781,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
114.14,2026-04-02,15:37:15.230,7.51,97,100,100,0.063,20.25,55,0,8.07,-0.002,0.897,-1.39,65,0,-169.77,-2.71,10,0.00,3.57,3.61,3.60,3.62,3.61,3.59,3.63,3.61,28.44,58.0,-30,-30,74.6,0,-294,781,42,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
114.4,2026-04-02,15:37:15.490,7.51,99,100,100,0.061,19.86,56,0,8.07,-0.007,0.935,-1.31,62,0,-170.26,-1.96,10,0.00,3.57,3.61,3.60,3.62,3.61,3.59,3.63,3.61,28.44,58.0,-30,-30,74.6,0,-325,781,75,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
114.66,2026-04-02,15:37:15.750,7.51,94,100,100,0.064,19.50,52,0,8.07,-0.056,1.108,-1.28,64,0,-170.35,-1.74,10,0.00,3.57,3.61,3.60,3.62,3.61,3.59,3.63,3.61,28.43,57.6,-30,-30,74.3,0,-328,785,72,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
114.93,2026-04-02,15:37:16.020,7.51,90,100,100,0.067,19.18,51,0,8.07,-0.019,0.925,-1.14,70,0,-170.62,-1.63,10,0.00,3.57,3.61,3.60,3.62,3.61,3.59,3.63,3.61,28.43,57.6,-30,-30,74.3,0,-312,785,78,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
115.2,2026-04-02,15:37:16.290,7.51,91,100,100,0.072,18.74,54,0,8.07,-0.015,0.993,-1.40,74,0,-172.48,-1.14,10,0.00,3.57,3.61,3.60,3.62,3.61,3.59,3.63,3.61,28.43,57.9,-30,-30,72.6,0,-316,784,121,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
115.46,2026-04-02,15:37:16.550,7.51,93,100,100,0.076,18.53,56,0,8.07,-0.097,0.943,-1.04,78,0,-172.74,-0.51,10,0.00,3.57,3.61,3.60,3.61,3.61,3.59,3.63,3.61,28.43,57.9,-30,-30,73.0,0,-336,784,157,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
115.73,2026-04-02,15:37:16.820,7.51,93,100,100,0.075,18.25,57,0,8.07,-0.102,1.030,-0.96,81,0,-170.64,-0.01,10,0.00,3.57,3.61,3.60,3.61,3.61,3.58,3.63,3.61,28.43,58.1,-30,-30,73.2,0,-340,784,161,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
116.0,2026-04-02,15:37:17.090,7.51,92,100,100,0.101,17.97,59,0,8.07,-0.093,1.001,-0.96,82,0,-168.17,0.15,10,0.00,3.57,3.61,3.60,3.61,3.61,3.58,3.62,3.61,28.43,58.1,-30,-30,73.2,0,-285,785,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
116.27,2026-04-02,15:37:17.360,7.51,96,100,100,0.100,17.64,60,0,8.07,-0.027,0.979,-1.02,77,0,-169.30,0.01,10,0.00,3.56,3.61,3.60,3.61,3.61,3.58,3.62,3.61,28.42,58.3,-30,-30,73.0,0,-354,800,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
116.54,2026-04-02,15:37:17.630,7.51,96,100,100,0.080,17.26,61,0,8.07,-0.103,1.022,-1.26,71,0,-174.51,-0.03,10,0.00,3.56,3.61,3.60,3.61,3.61,3.58,3.62,3.61,28.42,58.3,-30,-30,74.1,0,-398,834,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
116.81,2026-04-02,15:37:17.900,7.51,97,100,100,0.061,16.51,63,0,8.07,-0.165,1.060,-1.31,76,0,-175.78,-0.75,10,0.00,3.56,3.61,3.60,3.61,3.61,3.58,3.62,3.61,28.38,60.6,-30,-30,74.1,0,-439,838,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
117.08,2026-04-02,15:37:18.170,7.51,97,100,100,0.064,16.20,65,0,8.07,-0.068,1.185,-1.28,82,0,-174.80,-2.50,10,0.00,3.56,3.61,3.60,3.61,3.60,3.58,3.62,3.61,28.38,63.2,-30,-30,73.7,0,-392,838,-101,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
117.34,2026-04-02,15:37:18.430,7.51,95,100,100,0.078,16.11,66,0,8.07,-0.107,1.150,-0.71,83,0,-174.64,-3.74,10,0.00,3.56,3.61,3.60,3.61,3.60,3.58,3.61,3.60,28.35,63.2,-30,-30,72.2,0,-384,839,-167,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
117.61,2026-04-02,15:37:18.700,7.51,93,100,100,0.080,16.07,67,0,8.07,-0.132,1.108,-0.35,81,0,-176.94,-4.02,10,0.00,3.56,3.61,3.60,3.61,3.60,3.58,3.61,3.60,28.32,63.2,-30,-30,71.1,0,-389,840,-198,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
117.87,2026-04-02,15:37:18.960,7.51,92,100,100,0.065,15.99,66,0,8.07,-0.137,1.140,-0.31,80,0,176.70,-5.02,10,0.00,3.56,3.61,3.59,3.60,3.60,3.58,3.61,3.60,28.32,63.2,-30,-30,71.7,0,-392,840,-193,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
118.14,2026-04-02,15:37:19.230,7.51,96,100,100,0.063,16.10,65,0,8.07,-0.113,1.166,0.06,79,0,177.73,-5.53,10,0.00,3.56,3.61,3.59,3.60,3.59,3.57,3.61,3.60,28.29,63.5,-30,-30,71.9,-30,-400,840,-244,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
118.4,2026-04-02,15:37:19.490,7.51,97,100,100,0.062,16.24,63,0,8.07,-0.177,1.130,0.28,79,0,177.34,-6.31,10,0.00,3.56,3.61,3.59,3.60,3.59,3.57,3.60,3.59,28.29,63.5,-30,-30,70.7,-50,-404,841,-325,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
118.67,2026-04-02,15:37:19.760,7.50,98,100,100,0.082,16.51,61,0,8.07,-0.234,1.150,0.73,77,0,172.90,-7.06,10,0.00,3.56,3.61,3.59,3.60,3.59,3.57,3.60,3.59,28.26,63.4,-30,-30,69.6,-48,-437,857,-273,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
118.93,2026-04-02,15:37:20.020,7.51,97,100,100,0.050,16.51,58,0,8.07,-0.125,1.180,0.77,75,0,169.81,-7.83,10,0.00,3.54,3.59,3.59,3.60,3.59,3.57,3.60,3.59,28.26,63.4,-30,-30,69.6,-38,-483,859,-243,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
119.19,2026-04-02,15:37:20.280,7.51,96,100,100,0.049,17.24,56,0,8.07,-0.226,1.202,1.27,72,0,168.74,-8.31,10,0.00,3.54,3.59,3.58,3.59,3.59,3.57,3.60,3.59,28.23,65.4,-30,-30,69.6,-41,-504,860,-238,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
119.47,2026-04-02,15:37:20.560,7.51,94,100,100,0.049,18.29,55,0,8.07,-0.169,1.189,1.81,69,0,170.73,-9.94,10,0.00,3.54,3.59,3.58,3.59,3.59,3.57,3.60,3.59,28.23,65.4,-30,-30,67.0,-21,-485,860,-77,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
119.74,2026-04-02,15:37:20.830,7.51,94,100,100,0.074,18.81,55,0,8.07,-0.169,1.162,1.81,65,0,171.16,-10.79,10,0.00,3.54,3.59,3.58,3.59,3.59,3.57,3.60,3.58,28.20,65.6,-30,-30,66.7,-16,-423,860,-208,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
120.01,2026-04-02,15:37:21.100,7.51,95,100,100,0.089,19.34,56,0,8.07,-0.172,1.177,1.81,67,0,168.48,-10.66,10,0.00,3.54,3.59,3.58,3.59,3.59,3.57,3.60,3.58,28.20,65.6,-30,-30,65.9,-16,-468,859,-63,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
120.27,2026-04-02,15:37:21.360,7.51,97,100,100,0.085,19.89,58,0,8.07,-0.208,1.177,1.92,67,0,166.73,-10.27,10,0.00,3.54,3.59,3.57,3.59,3.59,3.57,3.60,3.58,28.18,65.4,-30,-30,67.4,0,-483,860,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
120.53,2026-04-02,15:37:21.620,7.51,97,100,100,0.081,20.40,54,0,8.07,-0.188,1.182,1.78,67,0,167.68,-10.76,10,0.00,3.54,3.59,3.57,3.59,3.58,3.56,3.60,3.58,28.18,65.4,-30,-30,65.0,0,-473,860,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
120.79,2026-04-02,15:37:21.880,7.51,98,100,100,0.076,20.40,51,0,8.07,-0.188,1.168,2.12,64,0,169.44,-11.11,10,0.00,3.54,3.59,3.57,3.59,3.58,3.56,3.59,3.58,28.16,65.7,-30,-30,65.0,0,-472,859,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
121.05,2026-04-02,15:37:22.140,7.51,98,100,100,0.093,21.82,54,0,8.07,-0.176,1.062,2.43,63,0,169.41,-10.89,10,0.00,3.54,3.59,3.57,3.59,3.58,3.56,3.59,3.58,28.16,65.7,-30,-30,62.4,0,-429,859,0,0,667,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
121.31,2026-04-02,15:37:22.400,7.50,97,100,100,0.096,22.28,55,0,8.07,-0.162,1.031,2.01,63,0,169.41,-10.89,10,0.00,3.53,3.58,3.57,3.59,3.58,3.56,3.59,3.58,28.14,65.7,-30,-30,62.4,0,-430,858,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
121.57,2026-04-02,15:37:22.660,7.50,96,100,100,0.102,22.75,56,0,8.07,-0.315,1.070,1.64,59,0,170.19,-11.12,10,0.00,3.53,3.58,3.57,3.58,3.58,3.56,3.59,3.58,28.14,65.7,-30,-30,62.4,0,-440,857,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
121.83,2026-04-02,15:37:22.920,7.50,94,100,100,0.077,23.32,54,0,8.07,-0.160,1.039,1.97,55,0,171.93,-10.58,10,0.00,3.53,3.58,3.57,3.58,3.58,3.56,3.59,3.58,28.13,65.5,-30,-30,63.3,0,-453,857,0,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
122.11,2026-04-02,15:37:23.200,7.51,91,99,99,0.070,23.74,53,0,8.07,-0.229,1.053,1.63,49,0,174.53,-10.84,10,0.00,3.53,3.58,3.57,3.58,3.58,3.56,3.59,3.57,28.13,65.1,-30,-30,63.2,0,-486,856,8,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
122.39,2026-04-02,15:37:23.480,7.51,92,99,99,0.092,24.01,52,0,8.07,-0.229,1.121,1.24,51,0,178.83,-12.33,10,0.00,3.53,3.58,3.57,3.58,3.58,3.56,3.59,3.57,28.11,65.1,-30,-30,63.3,0,-499,857,29,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
122.65,2026-04-02,15:37:23.740,7.51,94,99,99,0.110,24.80,56,0,8.07,-0.292,1.162,1.36,55,0,179.34,-14.52,10,0.00,3.53,3.58,3.57,3.58,3.58,3.56,3.59,3.57,28.10,65.1,-30,-30,62.8,0,-513,857,35,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
122.92,2026-04-02,15:37:24.010,7.50,99,99,99,0.110,25.09,57,0,8.07,-0.171,1.120,1.22,58,0,178.72,-15.60,10,0.00,3.53,3.58,3.57,3.58,3.58,3.56,3.59,3.57,28.10,65.1,-30,-30,62.4,0,-516,857,21,0,666,0,0,1,-1,0,1,1,-1,-1,-1,-1,-1,0,1
